iter	RMSE
282	73.45452844
283	73.38858953
284	73.32698146
285	73.25943216
286	73.1943158
287	73.13789265
288	73.06188119
289	72.9960578
290	72.93973899
291	72.86724674
292	72.78229131
293	72.73727882
294	72.65753208
295	72.61114687
296	72.58073715
297	72.53550207
298	72.40705132
299	72.36482387
300	72.31028145
301	72.2498426
302	72.20468186
303	72.13019957
304	72.08433413
305	71.97459307
306	71.9398332
307	71.86776944
308	71.83822797
309	71.78214753
310	71.7270519
311	71.68410139
312	71.62050334
313	71.54965513
314	71.49995854
315	71.43978929
316	71.36668648
317	71.27883961
318	71.21957121
319	71.19781997
320	71.12926241
321	71.05863802
322	71.01112899
323	70.94898144
324	70.89035165
325	70.82761012
326	70.79238728
327	70.71815224
328	70.67169846
329	70.62296747
330	70.54338398
331	70.49869468
332	70.45979327
333	70.41498378
334	70.36992629
335	70.33660858
336	70.28870122
337	70.22816681
338	70.17820189
339	70.12494664
340	70.07802387
341	70.01819598
342	69.93639579
343	69.91137442
344	69.86478417
345	69.81388354
346	69.78783507
347	69.70024247
348	69.66543624
349	69.62209203
350	69.55433032
351	69.49242406
352	69.42865545
353	69.38579352
354	69.34667741
355	69.30038495
356	69.23875989
357	69.2070076
358	69.17826069
359	69.13522118
360	69.06116725
361	69.0327257
362	68.97220331
363	68.93950233
364	68.90546036
365	68.84586423
366	68.80256049
367	68.6861575
368	68.6069713
369	68.57532812
370	68.53877919
371	68.50188718
372	68.41451952
373	68.39619265
374	68.34983323
375	68.3151609
376	68.27677194
377	68.21701168
378	68.15240033
379	68.10907327
380	68.07092809
381	68.04095568
382	68.00387879
383	67.95822992
384	67.91418271
385	67.85426323
386	67.82624358
387	67.79245324
388	67.73913937
389	67.6981717
390	67.65074186
391	67.58764429
392	67.55167798
393	67.51817487
394	67.50466569
395	67.44684465
396	67.39910887
397	67.34338093
398	67.28757282
399	67.2223248
400	67.15979051
401	67.11098493
402	67.05379572
403	66.99503401
404	66.92508671
405	66.89850897
406	66.85506062
407	66.8094667
408	66.70908748
409	66.64526595
410	66.59657744
411	66.53816057
412	66.49248304
413	66.45141391
414	66.41753692
415	66.39474736
416	66.34583009
417	66.28735924
418	66.24946592
419	66.21477057
420	66.18729032
421	66.11829739
422	66.07405984
423	66.04775422
424	65.97778654
425	65.88130345
426	65.83085136
427	65.7793368
428	65.72934157
429	65.67430166
430	65.63987958
431	65.6111042
432	65.54229711
433	65.50216423
434	65.45899793
435	65.41231244
436	65.35625613
437	65.27427518
438	65.24138718
439	65.20873558
440	65.19139645
441	65.1455041
442	65.09272642
443	65.05533221
444	65.01199988
445	65.00193192
446	64.93679711
447	64.90132332
448	64.83219086
449	64.79490785
450	64.75149673
451	64.70697759
452	64.6321808
453	64.57933682
454	64.54332188
455	64.53362814
456	64.49587777
457	64.44590792
458	64.40324621
459	64.36390216
460	64.33332133
461	64.29366827
462	64.25279533
463	64.20710189
464	64.15973859
465	64.12577196
466	64.08431651
467	64.02189623
468	63.99286715
469	63.95278465
470	63.90750243
471	63.86375582
472	63.83623866
473	63.78119254
474	63.73646467
475	63.70678472
476	63.66941844
477	63.62307493
478	63.57925728
479	63.5341082
480	63.50967365
481	63.45249113
482	63.39857812
483	63.34794782
484	63.30073569
485	63.27255475
486	63.2466675
487	63.19306792
488	63.16216972
489	63.12304173
490	63.10535554
491	63.07631072
492	63.04122202
493	62.97951845
494	62.94939109
495	62.8900332
496	62.84215407
497	62.79729813
498	62.76255673
499	62.69881013
500	62.68125517
501	62.64696342
502	62.61041479
503	62.57956424
504	62.55309525
505	62.48165016
506	62.42665182
507	62.39740212
508	62.36227593
509	62.3394308
510	62.31703184
511	62.26868615
512	62.23589612
513	62.21054973
514	62.15476669
515	62.09049531
516	62.06379152
517	62.03724937
518	62.01459131
519	61.99032539
520	61.95348675
521	61.9022692
522	61.8770043
523	61.81921883
524	61.80460778
525	61.75900505
526	61.70261001
527	61.67121182
528	61.65184008
529	61.62735246
530	61.61398305
531	61.5728848
532	61.53842366
533	61.49989272
534	61.45131051
535	61.40292793
536	61.34348963
537	61.32376633
538	61.28014618
539	61.24897503
540	61.22461799
541	61.17126157
542	61.12057259
543	61.09402234
544	61.06935262
545	61.03476297
546	60.98442725
547	60.93293812
548	60.88944801
549	60.84729301
550	60.80388176
551	60.76870517
552	60.74020249
553	60.68755656
554	60.64770798
555	60.5995273
556	60.57415135
557	60.53843271
558	60.49827569
559	60.46952992
560	60.42172863
561	60.39843685
562	60.35342412
563	60.33660899
564	60.3091935
565	60.2749382
566	60.23506857
567	60.20154695
568	60.17137858
569	60.15053371
570	60.10429694
571	60.07154542
572	60.05380256
573	60.03771405
574	60.02229512
575	59.99780829
576	59.96106043
577	59.91128203
578	59.86573355
579	59.81177354
580	59.79842201
581	59.75676282
582	59.74414122
583	59.70259191
584	59.66222549
585	59.63285878
586	59.5770548
587	59.55050862
588	59.49450854
589	59.45297176
590	59.4150091
591	59.37657985
592	59.34639301
593	59.30799107
594	59.24150003
595	59.20925863
596	59.17615099
597	59.14839335
598	59.10847056
599	59.07857839
600	59.05238651
601	59.01285755
602	58.9811171
603	58.93305169
604	58.90120887
605	58.86018416
606	58.84056747
607	58.80201611
608	58.76175409
609	58.7260098
610	58.7078326
611	58.6798756
612	58.63187738
613	58.61314884
614	58.5940144
615	58.55517516
616	58.52555253
617	58.48961392
618	58.47458068
619	58.440783
620	58.40456656
621	58.39142082
622	58.3550046
623	58.30250048
624	58.27543207
625	58.24476567
626	58.19857035
627	58.17740192
628	58.13570105
629	58.09428413
630	58.05275973
631	58.00713294
632	57.96927902
633	57.95618487
634	57.93751376
635	57.90137843
636	57.85422904
637	57.81962049
638	57.78971519
639	57.76283707
640	57.73173616
641	57.70278489
642	57.64830876
643	57.57869382
644	57.54774704
645	57.51851803
646	57.50409072
647	57.46394346
648	57.4099849
649	57.38453296
650	57.35531862
651	57.31816777
652	57.26373137
653	57.23083925
654	57.19864535
655	57.14706372
656	57.10770436
657	57.07136955
658	57.03485346
659	56.99102196
660	56.94050112
661	56.90192101
662	56.83712633
663	56.80736141
664	56.78183405
665	56.75805132
666	56.73663458
667	56.72490834
668	56.69045329
669	56.67004331
670	56.63766495
671	56.60370855
672	56.56123246
673	56.5175553
674	56.47619908
675	56.45483067
676	56.43065011
677	56.40505732
678	56.36690695
679	56.33745037
680	56.30713066
681	56.26448868
682	56.24417028
683	56.20116647
684	56.16055978
685	56.14756512
686	56.13760181
687	56.10368685
688	56.07509138
689	56.04359977
690	56.00350101
691	55.95506446
692	55.89569591
693	55.86537898
694	55.83813325
695	55.79802794
696	55.76976668
697	55.73999487
698	55.71885681
699	55.69280483
700	55.66682625
701	55.64303193
702	55.60885219
703	55.57561797
704	55.53705132
705	55.48696715
706	55.46158474
707	55.44348146
708	55.42472885
709	55.39200471
710	55.35045914
711	55.32311321
712	55.27071694
713	55.2362525
714	55.19868641
715	55.17163189
716	55.14041972
717	55.12517178
718	55.09604806
719	55.06538169
720	55.04137827
721	54.99010966
722	54.92938692
723	54.89551134
724	54.87486527
725	54.85900803
726	54.82172084
727	54.79547635
728	54.73805789
729	54.71516066
730	54.67968887
731	54.6543571
732	54.6283402
733	54.61213202
734	54.58533478
735	54.55592408
736	54.52816317
737	54.49644893
738	54.47671937
739	54.46124382
740	54.43389647
741	54.3960936
742	54.3623819
743	54.33934459
744	54.31473914
745	54.27723829
746	54.26283209
747	54.2215515
748	54.19325984
749	54.15680195
750	54.1174769
751	54.09501662
752	54.07878061
753	54.06079995
754	54.03969265
755	54.00570013
756	53.9772234
757	53.96336706
758	53.93734105
759	53.91630902
760	53.8856522
761	53.84515495
762	53.82870117
763	53.80224869
764	53.78156855
765	53.73881878
766	53.70170589
767	53.65674455
768	53.63684729
769	53.60521253
770	53.5767111
771	53.55037638
772	53.52621719
773	53.4959505
774	53.46334324
775	53.43205574
776	53.38927797
777	53.36730073
778	53.34888237
779	53.31914893
780	53.29527248
781	53.2719524
782	53.24383924
783	53.20997926
784	53.1806709
785	53.15265234
786	53.11533082
787	53.09203443
788	53.068877
789	53.04455113
790	53.01593282
791	52.98545135
792	52.95961881
793	52.92780301
794	52.91811773
795	52.89830744
796	52.86742797
797	52.84619903
798	52.8190518
799	52.77757963
800	52.75094784
801	52.73625124
802	52.72427918
803	52.69505242
804	52.67922842
805	52.62939596
806	52.60097789
807	52.58713878
808	52.56243781
809	52.52611141
810	52.49884365
811	52.46596044
812	52.44485981
813	52.40536621
814	52.38279489
815	52.35153262
816	52.32262064
817	52.28964398
818	52.28137532
819	52.25068938
820	52.2356531
821	52.20438457
822	52.17881372
823	52.15473843
824	52.10365769
825	52.06637623
826	52.03158622
827	52.01129018
828	51.98221
829	51.94787135
830	51.91959191
831	51.89577699
832	51.87305347
833	51.84415733
834	51.80650273
835	51.78517817
836	51.75165963
837	51.70867647
838	51.68121921
839	51.63969041
840	51.6119924
841	51.56772874
842	51.54236614
843	51.49271238
844	51.47082747
845	51.44751748
846	51.42907257
847	51.40631435
848	51.36609353
849	51.35400659
850	51.31200391
851	51.28860138
852	51.25644205
853	51.2376307
854	51.21503302
855	51.19394031
856	51.16681059
857	51.14518452
858	51.13140518
859	51.10336498
860	51.0868523
861	51.05743636
862	51.00836264
863	50.98636749
864	50.97797429
865	50.93570261
866	50.90694742
867	50.8816625
868	50.85807631
869	50.83850346
870	50.80844053
871	50.79268486
872	50.77204793
873	50.73551155
874	50.69261004
875	50.66843748
876	50.65021522
877	50.61561158
878	50.59051972
879	50.56936665
880	50.54325828
881	50.53590851
882	50.50723689
883	50.48689291
884	50.44902006
885	50.42374557
886	50.39847193
887	50.3733597
888	50.34322271
889	50.32632778
890	50.30496702
891	50.27298127
892	50.26015453
893	50.23710527
894	50.21393829
895	50.1941439
896	50.15853587
897	50.12917788
898	50.09411795
899	50.06096351
900	50.03529505
901	50.01828685
902	49.99571348
903	49.96002205
904	49.94013675
905	49.92417819
906	49.90150564
907	49.8825335
908	49.83731751
909	49.7881821
910	49.76598644
911	49.72366578
912	49.68083808
913	49.6707154
914	49.64088435
915	49.62600233
916	49.59178855
917	49.55969756
918	49.54782233
919	49.52933471
920	49.50661943
921	49.47983473
922	49.45302789
923	49.43730431
924	49.41401405
925	49.40194237
926	49.38450095
927	49.35688193
928	49.33890926
929	49.30072011
930	49.28802166
931	49.26884526
932	49.22595477
933	49.20019321
934	49.16328047
935	49.13759435
936	49.11748828
937	49.09660524
938	49.06034762
939	49.04335774
940	49.02484803
941	48.99629041
942	48.97781534
943	48.9524477
944	48.93271058
945	48.90269539
946	48.87979775
947	48.86306115
948	48.84013532
949	48.80349585
950	48.78677932
951	48.76813551
952	48.74795517
953	48.71202837
954	48.67618459
955	48.66042955
956	48.62217075
957	48.5985849
958	48.56488871
959	48.54019072
960	48.51984977
961	48.50937569
962	48.50190575
963	48.48008031
964	48.45244025
965	48.42342724
966	48.40294733
967	48.37244665
968	48.35232289
969	48.31265035
970	48.28796036
971	48.26927896
972	48.24971962
973	48.23137816
974	48.19573496
975	48.17387863
976	48.13910995
977	48.12189977
978	48.11205993
979	48.08690549
980	48.06271421
981	48.04815708
982	48.01995634
983	47.99689577
984	47.97373917
985	47.95885571
986	47.93287737
987	47.91907776
988	47.89163805
989	47.88440365
990	47.87241733
991	47.8357487
992	47.81476708
